CompletionTermDesc,Emplid,Crse ID,Term Descrshort,Subject,Catalog Nbr,Class Section,Session Descrshort,Crse Component Descrshort,Crse Descr,Unt Earned - Credits,Crse Grade Off - Grade Earned,Course Code,Outside UMSI
Winter 2024,51047006,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A-,SI 559,No
Winter 2024,51047006,049601,WN 2024,SI,564,001,Regular,Lecture,SQL & Databases,1.50,B+,SI 564,No
Winter 2024,51047006,050136,WN 2024,UARTS,560,104,Regular,Laboratory,Grad ArtsEng Proj,2.00,W,UARTS 560,Yes
Winter 2024,51047006,051454,WN 2024,SI,594,001,Regular,Lecture,Auto UX,3.00,A,SI 594,No
Winter 2024,51398363,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,6.00,S,SI 690,No
Winter 2024,51398363,001459,WN 2024,SI,690,001,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2024,51398363,012772,WN 2024,SI,548,001,Regular,Seminar,Prin Soft Design,3.00,A,SI 548,No
Winter 2024,51398363,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A-,SI 588,No
Winter 2024,51398363,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,51398363,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,51398363,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,51398363,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,51398363,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
Winter 2024,51398363,045687,WN 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,51398363,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,51398363,047901,WN 2024,SI,699,601,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,51398363,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,51398363,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,51398363,051454,WN 2024,SI,594,001,Regular,Lecture,Auto UX,3.00,A-,SI 594,No
Winter 2024,51596624,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,51596624,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,51596624,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A+,SI 511,No
Winter 2024,51596624,021400,WN 2023,SI,520,003,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,51596624,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,51596624,038659,FA 2023,SI,519,001,Regular,Seminar,Intel Prop&Info Law,3.00,A+,SI 519,No
Winter 2024,51596624,039081,FA 2023,SI,529,001,Regular,Lecture,Online Communities,3.00,A,SI 529,No
Winter 2024,51596624,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,51596624,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,51596624,043863,FA 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2024,51596624,044772,FA 2022,SI,582,004,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,51596624,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
Winter 2024,51596624,047228,FA 2023,ENTR,500,003,Regular,Lecture,Intro to Innovation,3.00,A,ENTR 500,Yes
Winter 2024,51596624,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,51596624,047901,WN 2024,SI,699,501,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,51596624,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,51596624,048131,FA 2023,BA,656,001,Regular,Laboratory,LBLE,3.00,A-,BA 656,Yes
Winter 2024,51596624,048514,WN 2024,WELLNESS,512,002,Regular,Recitation,Yoga Performers,1.00,A+,WELLNESS 512,Yes
Winter 2024,51808829,009732,FA 2023,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,B-,SI 650,No
Winter 2024,51808829,011870,WN 2024,EECS,501,001,Regular,Lecture,Prob&Random Proc,4.00,W,EECS 501,Yes
Winter 2024,51808829,016607,FA 2022,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A+,SI 544,No
Winter 2024,51808829,020934,FA 2023,SI,649,001,Regular,Lecture,Info Visualization,3.00,B+,SI 649,No
Winter 2024,51808829,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A,SI 623,No
Winter 2024,51808829,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,5.00,S,SI 681,No
Winter 2024,51808829,041934,FA 2023,SI,608,001,Regular,Lecture,Networks,3.00,A,SI 608,No
Winter 2024,51808829,042071,FA 2022,SI,563,001,Regular,Lecture,Game Theory,3.00,B+,SI 563,No
Winter 2024,51808829,042091,WN 2023,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A+,SI 618,No
Winter 2024,51808829,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,51808829,043396,WN 2024,EECS,402,001,Regular,Lecture,Prog for Sci&Eng,4.00,W,EECS 402,Yes
Winter 2024,51808829,045930,FA 2023,SI,671,001,Regular,Lecture,Data Mining,3.00,B-,SI 671,No
Winter 2024,51808829,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,51808829,047640,WN 2023,SI,507,001,Regular,Lecture,Inter Programming,3.00,A-,SI 507,No
Winter 2024,51808829,047901,WN 2024,SI,699,305,Regular,Lecture,MSI Mastery Courses,3.00,A-,SI 699,No
Winter 2024,51808829,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,51808829,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,B+,SI 568,No
Winter 2024,51808829,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,C+,SI 602,No
Winter 2024,52130625,009731,FA 2023,SI,580,001,Regular,Lecture,Records & Archives,3.00,A+,SI 580,No
Winter 2024,52130625,020803,WN 2023,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A+,SI 643,No
Winter 2024,52130625,021042,FA 2022,SI,647,001,Regular,Lecture,Info Resources&Serv,3.00,A+,SI 647,No
Winter 2024,52130625,021045,FA 2023,SI,666,001,Regular,Lecture,Org of Inf Resources,3.00,A+,SI 666,No
Winter 2024,52130625,038948,FA 2023,SI,632,001,Regular,Lecture,Appraisal & Coll Dev,3.00,A+,SI 632,No
Winter 2024,52130625,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A,SI 623,No
Winter 2024,52130625,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,52130625,041834,FA 2023,RACKHAM,700,001,Regular,Lecture,WSU Dual,3.00,A,RACKHAM 700,Yes
Winter 2024,52130625,041834,WN 2024,RACKHAM,700,001,Regular,Lecture,WSU Dual,3.00,A,RACKHAM 700,Yes
Winter 2024,52130625,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,52130625,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A-,SI 506,No
Winter 2024,52130625,047901,WN 2024,SI,699,018,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,52130625,048831,FA 2022,SI,547,001,Regular,Seminar,Engage w/Communities,3.00,A,SI 547,No
Winter 2024,52130625,050162,WN 2024,SI,510,001,Regular,Lecture,Information Ethics,3.00,A+,SI 510,No
Winter 2024,52130625,051074,WN 2023,SI,626,001,Regular,Lecture,Manage NonProf Lib,3.00,A+,SI 626,No
Winter 2024,52544042,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,52544042,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,52544042,021391,WN 2024,SI,511,073,Regular,Lecture,Special Topics,3.00,A,SI 511,No
Winter 2024,52544042,021400,FA 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,52544042,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A+,SI 658,No
Winter 2024,52544042,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,52544042,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,52544042,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,52544042,043863,FA 2023,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,W,SI 612,No
Winter 2024,52544042,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,52544042,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,52544042,046306,WN 2024,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A-,SI 616,No
Winter 2024,52544042,047246,WN 2023,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,52544042,047901,WN 2024,SI,699,601,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,52544042,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,52544042,048488,FA 2023,SI,559,003,Regular,Lecture,AR/VR Intro,3.00,A+,SI 559,No
Winter 2024,52544042,049265,WN 2024,MO,640,001,First 7 Wk,Recitation,Healthy Business,1.50,A,MO 640,Yes
Winter 2024,52629947,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2024,52629947,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,52629947,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,52629947,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,52629947,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,52629947,041626,FA 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,52629947,041855,FA 2023,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2024,52629947,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,52629947,043863,WN 2023,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2024,52629947,044772,FA 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,52629947,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
Winter 2024,52629947,047640,WN 2023,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,52629947,047901,WN 2024,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A-,SI 699,No
Winter 2024,52629947,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,52629947,048487,FA 2023,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A,SI 669,No
Winter 2024,52629947,049601,WN 2024,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,52629947,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,B+,SI 579,No
Winter 2024,52629947,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A+,SI 504,No
Winter 2024,52629947,051454,WN 2024,SI,594,001,Regular,Lecture,Auto UX,3.00,A,SI 594,No
Winter 2024,52897792,017281,FA 2023,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,52897792,022099,WN 2024,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,52897792,041626,WN 2024,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,52897792,042104,FA 2023,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,52897792,043863,FA 2023,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2024,52897792,045687,FA 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,52897792,047901,WN 2024,SI,699,401,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,52897792,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,52918043,012772,WN 2023,SI,548,001,Regular,Seminar,Prin Soft Design,3.00,A,SI 548,No
Winter 2024,52918043,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,52918043,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,52918043,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A+,SI 511,No
Winter 2024,52918043,021400,FA 2023,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,52918043,039081,FA 2023,SI,529,001,Regular,Lecture,Online Communities,3.00,A,SI 529,No
Winter 2024,52918043,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,52918043,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,3.00,S,SI 681,No
Winter 2024,52918043,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,52918043,043210,FA 2023,SI,534,001,Regular,Lecture,Theories Soc Influen,3.00,A,SI 534,No
Winter 2024,52918043,043863,WN 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A-,SI 612,No
Winter 2024,52918043,044772,FA 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A-,SI 582,No
Winter 2024,52918043,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A-,SI 506,No
Winter 2024,52918043,047892,FA 2023,SI,605,001,Regular,Laboratory,Interdisc Prob Solv,3.00,A-,SI 605,No
Winter 2024,52918043,047901,WN 2024,SI,699,401,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,52918043,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,52918043,049417,WN 2024,BA,670,001,Regular,Recitation,+Impact Studio,3.00,B,BA 670,Yes
Winter 2024,53080609,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2024,53080609,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2024,53080609,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,53080609,021400,WN 2023,SI,520,003,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,53080609,039081,FA 2023,SI,529,001,Regular,Lecture,Online Communities,3.00,A,SI 529,No
Winter 2024,53080609,039178,FA 2022,SI,539,101,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,53080609,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,53080609,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,53080609,043863,FA 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,53080609,044772,WN 2023,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,53080609,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,53080609,047901,WN 2024,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,53080609,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,53080609,048131,FA 2023,BA,656,001,Regular,Laboratory,LBLE,3.00,A-,BA 656,Yes
Winter 2024,53080609,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,53080609,050136,WN 2023,UARTS,560,119,Regular,Laboratory,Grad ArtsEng Proj,2.00,A+,UARTS 560,Yes
Winter 2024,53080609,050136,FA 2023,UARTS,560,119,Regular,Laboratory,Grad ArtsEng Proj,2.00,A+,UARTS 560,Yes
Winter 2024,53080609,051454,WN 2024,SI,594,001,Regular,Lecture,Auto UX,3.00,A,SI 594,No
Winter 2024,53193575,002865,FA 2022,VOICE,111,002,Regular,Recitation,Performance,1.00,NR,VOICE 111,Yes
Winter 2024,53193575,020339,WN 2023,FIN,580,001,First 7 Wk,Recitation,Corp Fin Derivatives,2.25,W,FIN 580,Yes
Winter 2024,53193575,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,53193575,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,53193575,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,B+,SI 539,No
Winter 2024,53193575,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,53193575,041626,FA 2022,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,53193575,043863,WN 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,B+,SI 612,No
Winter 2024,53193575,044772,FA 2022,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,B,SI 582,No
Winter 2024,53193575,045732,WN 2023,SI,554,001,Regular,Lecture,Consumer Hlth Inform,3.00,A-,SI 554,No
Winter 2024,53193575,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,53193575,050159,FA 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A-,SI 579,No
Winter 2024,53193575,051267,SS 2023,BA,526,002,Regular,Recitation,Spec Top Exper Learn,1.00,P,BA 526,Yes
Winter 2024,53481586,009732,FA 2023,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,B+,SI 650,No
Winter 2024,53481586,020934,WN 2023,SI,649,002,Regular,Lecture,Info Visualization,3.00,A,SI 649,No
Winter 2024,53481586,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,53481586,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,53481586,041626,WN 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A+,SI 664,No
Winter 2024,53481586,042091,FA 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A,SI 618,No
Winter 2024,53481586,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,53481586,047246,WN 2024,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,53481586,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,53481586,047901,WN 2024,SI,699,205,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,53481586,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,53481586,048500,FA 2023,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,B+,SI 670,No
Winter 2024,53481586,049601,FA 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,53481586,050159,FA 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,53481586,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2024,53481586,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A+,SI 568,No
Winter 2024,53481586,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,A,SI 602,No
Winter 2024,54171649,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2024,54171649,001459,WN 2024,SI,690,001,Regular,Seminar,Intern/Field Exper,5.00,S,SI 690,No
Winter 2024,54171649,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,54171649,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,54171649,021045,FA 2023,SI,666,001,Regular,Lecture,Org of Inf Resources,3.00,A,SI 666,No
Winter 2024,54171649,021400,FA 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A-,SI 520,No
Winter 2024,54171649,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,54171649,039081,FA 2023,SI,529,001,Regular,Lecture,Online Communities,3.00,A-,SI 529,No
Winter 2024,54171649,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,54171649,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A+,SI 623,No
Winter 2024,54171649,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,54171649,043210,FA 2023,SI,534,001,Regular,Lecture,Theories Soc Influen,3.00,B+,SI 534,No
Winter 2024,54171649,044772,FA 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,54171649,047901,WN 2024,SI,699,501,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,54171649,048280,WN 2024,SI,667,001,Regular,Lecture,Digital Curation,3.00,A,SI 667,No
Winter 2024,54671575,017281,FA 2022,SI,588,102,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,54671575,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,54671575,021400,WN 2023,SI,520,002,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,54671575,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,54671575,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,54671575,041626,FA 2023,SI,664,101,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,54671575,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,54671575,044772,FA 2022,SI,582,004,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,54671575,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,54671575,047640,WN 2024,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,54671575,047901,WN 2024,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,54671575,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,54671575,048487,FA 2023,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A,SI 669,No
Winter 2024,54671575,049601,FA 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,54671575,050136,WN 2024,UARTS,560,102,Regular,Laboratory,Grad ArtsEng Proj,1.00,A,UARTS 560,Yes
Winter 2024,54671575,050159,FA 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,54671575,050164,FA 2023,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2024,54781643,001459,FA 2023,SI,690,440,Regular,Seminar,Intern/Field Exper,6.00,S,SI 690,No
Winter 2024,54781643,014799,WN 2024,ELI,544,001,Regular,Seminar,Acad & Prof Present,2.00,S,ELI 544,Yes
Winter 2024,54781643,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A+,SI 511,No
Winter 2024,54781643,021400,FA 2023,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,54781643,042104,FA 2023,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,54781643,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A+,SI 552,No
Winter 2024,54781643,047304,WN 2024,ENTR,550,001,Regular,Lecture,Interpersonal Skills,3.00,A,ENTR 550,Yes
