CompletionTermDesc,Emplid,Crse ID,Term Descrshort,Subject,Catalog Nbr,Class Section,Session Descrshort,Crse Component Descrshort,Crse Descr,Unt Earned - Credits,Crse Grade Off - Grade Earned,Course Code,Outside UMSI
Winter 2023,68978546,050252,WN 2022,DIGITAL,601,001,Regular,Seminar,Topics Dig Stds,3.00,A,DIGITAL 601,Yes
Winter 2023,68986128,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,68986128,017281,FA 2021,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,68986128,020401,WN 2022,SI,622,003,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,68986128,021050,WN 2023,SI,691,104,Regular,Ind Study,Independent Study,2.00,A,SI 691,No
Winter 2023,68986128,021400,FA 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,68986128,022099,WN 2022,SI,658,001,Regular,Lecture,Info Architecture,3.00,A+,SI 658,No
Winter 2023,68986128,039081,WN 2023,SI,529,001,Regular,Lecture,Online Communities,3.00,A,SI 529,No
Winter 2023,68986128,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A-,SI 539,No
Winter 2023,68986128,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,68986128,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,68986128,043863,WN 2022,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2023,68986128,044772,FA 2021,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A-,SI 582,No
Winter 2023,68986128,045771,FA 2022,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2023,68986128,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,68986128,047901,WN 2023,SI,699,201,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,69272211,016607,FA 2021,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A,SI 544,No
Winter 2023,69272211,018093,WN 2023,EDUC,525,001,Regular,Recitation,Lang Lrng Home Schl,3.00,A,EDUC 525,Yes
Winter 2023,69272211,020934,FA 2022,SI,649,001,Regular,Lecture,Info Visualization,3.00,B+,SI 649,No
Winter 2023,69272211,039543,WN 2023,PUBPOL,750,001,Regular,Lecture,Special Topics,3.00,A,PUBPOL 750,Yes
Winter 2023,69272211,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,69272211,042091,WN 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A-,SI 618,No
Winter 2023,69272211,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,69272211,045930,FA 2022,SI,671,001,Regular,Lecture,Data Mining,3.00,B,SI 671,No
Winter 2023,69272211,046970,WN 2023,MIDEAST,591,001,Regular,Seminar,Sem in MES: Religion,3.00,A,MIDEAST 591,Yes
Winter 2023,69272211,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,69272211,047640,WN 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2023,69272211,047901,WN 2023,SI,699,305,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,69272211,048500,FA 2022,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,B+,SI 670,No
Winter 2023,69272211,049601,WN 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2023,69272211,050164,FA 2021,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,69272211,050663,WN 2022,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A-,SI 568,No
Winter 2023,69987463,001459,WN 2023,SI,690,001,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2023,69987463,017281,FA 2021,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A-,SI 588,No
Winter 2023,69987463,020401,WN 2022,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,69987463,021400,FA 2021,SI,520,002,Regular,Lecture,Graphic Design,3.00,A-,SI 520,No
Winter 2023,69987463,039368,WN 2022,SI,627,001,Regular,Lecture,Managing the IT Org,3.00,A+,SI 627,No
Winter 2023,69987463,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,69987463,041626,WN 2022,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2023,69987463,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,69987463,043210,FA 2021,SI,534,001,Regular,Lecture,Theories Soc Influen,3.00,A+,SI 534,No
Winter 2023,69987463,043366,WN 2022,SI,617,001,Regular,Lecture,Choice Architecture,3.00,A,SI 617,No
Winter 2023,69987463,043863,FA 2022,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2023,69987463,044772,FA 2021,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2023,69987463,047228,FA 2022,ENTR,500,001,Regular,Lecture,Intro to Innovation,3.00,A,ENTR 500,Yes
Winter 2023,69987463,047901,WN 2023,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,69987463,048488,FA 2022,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2023,69987463,050159,FA 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2023,69987463,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,70289357,006306,FA 2022,STATS,500,002,Regular,Lecture,Stat Learn I:Regress,3.00,A-,STATS 500,Yes
Winter 2023,70289357,016607,FA 2021,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A+,SI 544,No
Winter 2023,70289357,020934,WN 2023,SI,649,001,Regular,Lecture,Info Visualization,3.00,A-,SI 649,No
Winter 2023,70289357,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,70289357,042071,FA 2021,SI,563,001,Regular,Lecture,Game Theory,3.00,A,SI 563,No
Winter 2023,70289357,042091,WN 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A,SI 618,No
Winter 2023,70289357,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,70289357,045930,FA 2022,SI,671,001,Regular,Lecture,Data Mining,3.00,A,SI 671,No
Winter 2023,70289357,047246,FA 2020,SI,506,001,Regular,Lecture,Programming I,3.00,A+,SI 506,No
Winter 2023,70289357,047640,WN 2021,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2023,70289357,047901,WN 2023,SI,699,205,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,70289357,048268,WN 2022,SI,630,001,Regular,Lecture,NLP Algorithm People,3.00,A,SI 630,No
Winter 2023,70289357,048500,FA 2022,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,A,SI 670,No
Winter 2023,70289357,049601,WN 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2023,70289357,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,70289357,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,B+,SI 602,No
Winter 2023,70337408,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,70337408,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,70337408,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2023,70337408,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A-,SI 539,No
Winter 2023,70337408,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A+,SI 623,No
Winter 2023,70337408,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,70337408,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,70337408,043210,FA 2023,SI,534,001,Regular,Lecture,Theories Soc Influen,3.00,A-,SI 534,No
Winter 2023,70337408,043863,WN 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A-,SI 612,No
Winter 2023,70337408,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,70337408,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A+,SI 552,No
Winter 2023,70337408,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,70337408,047901,FA 2023,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,70337408,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,70337408,048488,FA 2023,SI,559,003,Regular,Lecture,AR/VR Intro,3.00,A-,SI 559,No
Winter 2023,70337408,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,70408216,005132,WN 2023,ENGLISH,323,003,Regular,Seminar,Creat Writ Fict,3.00,A,ENGLISH 323,Yes
Winter 2023,70408216,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,70408216,020401,WN 2022,SI,622,003,Regular,Lecture,Usab Eval & Needs,4.00,A+,SI 622,No
Winter 2023,70408216,021400,FA 2021,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,70408216,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,70408216,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,70408216,040779,WN 2023,EDUC,580,001,Regular,Seminar,Disability Studies,3.00,A,EDUC 580,Yes
Winter 2023,70408216,041855,FA 2022,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A+,SI 631,No
Winter 2023,70408216,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,70408216,043863,FA 2022,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2023,70408216,044772,FA 2021,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,70408216,045423,WN 2023,MUSPERF,300,001,Regular,Lecture,Video Game Music,2.00,A+,MUSPERF 300,Yes
Winter 2023,70408216,046306,FA 2022,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A,SI 616,No
Winter 2023,70408216,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,70408216,047901,WN 2023,SI,699,201,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,70408216,049112,WN 2023,PAT,500,002,Regular,Lecture,Intro Elec Mus Prod,3.00,A,PAT 500,Yes
Winter 2023,70408216,049417,WN 2022,BA,670,001,Regular,Recitation,+Impact Studio,3.00,A,BA 670,Yes
Winter 2023,70408216,049601,WN 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2023,70408216,050159,FA 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2023,70408216,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,71031598,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A-,SI 588,No
Winter 2023,71031598,020401,WN 2022,SI,622,003,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,71031598,021400,FA 2022,SI,520,001,Regular,Lecture,Graphic Design,3.00,B-,SI 520,No
Winter 2023,71031598,022099,WN 2022,SI,658,001,Regular,Lecture,Info Architecture,3.00,A+,SI 658,No
Winter 2023,71031598,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,B,SI 539,No
Winter 2023,71031598,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,71031598,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,71031598,043210,FA 2022,SI,534,001,Regular,Lecture,Theories Soc Influen,3.00,A-,SI 534,No
Winter 2023,71031598,043863,WN 2022,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A-,SI 612,No
Winter 2023,71031598,044772,FA 2021,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,71031598,045687,FA 2021,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2023,71031598,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,B+,SI 506,No
Winter 2023,71031598,047901,WN 2023,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,71031598,048129,WN 2022,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,71031598,048421,WN 2023,ENTR,560,001,Regular,Lecture,Proj Mgmt Consulting,3.00,A,ENTR 560,Yes
Winter 2023,71181601,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2023,71181601,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2023,71181601,020401,WN 2022,SI,622,003,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,71181601,021050,FA 2021,SI,691,091,Regular,Ind Study,Independent Study,1.00,A,SI 691,No
Winter 2023,71181601,021050,WN 2022,SI,691,091,Regular,Ind Study,Independent Study,2.00,A+,SI 691,No
Winter 2023,71181601,021400,FA 2021,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,71181601,039081,WN 2022,SI,529,001,Regular,Lecture,Online Communities,3.00,A,SI 529,No
Winter 2023,71181601,039979,WN 2022,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A,SI 623,No
Winter 2023,71181601,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,71181601,042071,FA 2022,SI,563,001,Regular,Lecture,Game Theory,3.00,A,SI 563,No
Winter 2023,71181601,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,71181601,044772,FA 2021,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,71181601,047228,FA 2022,ENTR,500,001,Regular,Lecture,Intro to Innovation,3.00,A,ENTR 500,Yes
Winter 2023,71181601,047304,WN 2023,ENTR,550,002,Regular,Lecture,Interpersonal Skills,3.00,A,ENTR 550,Yes
Winter 2023,71181601,047901,WN 2023,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,71181601,050159,FA 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2023,71554079,001459,FA 2022,SI,690,390,Regular,Seminar,Intern/Field Exper,6.00,S,SI 690,No
Winter 2023,71554079,014093,WN 2023,EAS,639,013,Regular,Seminar,Sem Res Ecol,1.00,A,EAS 639,Yes
Winter 2023,71554079,015660,WN 2023,WRITING,993,001,Regular,Seminar,Teaching Writing,1.00,S,WRITING 993,Yes
Winter 2023,71554079,020934,FA 2022,SI,649,001,Regular,Lecture,Info Visualization,3.00,A-,SI 649,No
Winter 2023,71554079,041377,WN 2023,EARTH,408,001,Regular,Lecture,Intro GIS Earth Sci,3.00,A,EARTH 408,Yes
Winter 2023,71554079,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,71554079,045930,FA 2022,SI,671,001,Regular,Lecture,Data Mining,3.00,A-,SI 671,No
Winter 2023,71554079,047901,WN 2023,SI,699,005,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,71554079,048500,FA 2022,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,A,SI 670,No
Winter 2023,71554079,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A-,SI 564,No
Winter 2023,71554079,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A,SI 568,No
Winter 2023,71789516,001459,WN 2023,SI,690,001,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2023,71789516,001459,SS 2023,SI,690,001,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2023,71789516,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2023,71789516,012772,WN 2023,SI,548,001,Regular,Seminar,Prin Soft Design,3.00,A,SI 548,No
Winter 2023,71789516,017281,FA 2021,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2023,71789516,020401,FA 2021,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A+,SI 622,No
Winter 2023,71789516,020934,WN 2023,SI,649,001,Regular,Lecture,Info Visualization,3.00,B+,SI 649,No
Winter 2023,71789516,021400,FA 2021,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,71789516,022099,WN 2022,SI,658,001,Regular,Lecture,Info Architecture,3.00,A+,SI 658,No
Winter 2023,71789516,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,71789516,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,71789516,042071,FA 2022,SI,563,001,Regular,Lecture,Game Theory,3.00,A,SI 563,No
Winter 2023,71789516,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,71789516,043863,WN 2022,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2023,71789516,044772,FA 2021,SI,582,004,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,71789516,045393,FA 2022,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
Winter 2023,71789516,046306,WN 2022,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A,SI 616,No
Winter 2023,71789516,047901,FA 2023,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,71789516,048488,FA 2022,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2023,71826446,001459,SS 2023,SI,690,001,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2023,71826446,014791,WN 2023,ELI,512,001,Regular,Lecture,Spk&Wrt Gram,1.00,S,ELI 512,Yes
Winter 2023,71826446,014793,WN 2023,ELI,521,003,Regular,Lecture,Acad Writg I,1.00,S,ELI 521,Yes
Winter 2023,71826446,014796,FA 2021,ELI,531,001,Regular,Lecture,Lang&Comm I,1.00,S,ELI 531,Yes
Winter 2023,71826446,016655,FA 2022,ELI,538,001,Regular,Seminar,Pron in Context,1.00,S,ELI 538,Yes
Winter 2023,71826446,017075,WN 2023,ELI,534,002,Regular,Lecture,Dis&Oral Argumentn,1.00,S,ELI 534,Yes
Winter 2023,71826446,017281,FA 2021,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2023,71826446,020401,WN 2022,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,71826446,021400,FA 2021,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,71826446,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2023,71826446,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,71826446,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,71826446,041935,WN 2022,SI,530,001,Regular,Lecture,Prin in Management,3.00,A,SI 530,No
Winter 2023,71826446,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,71826446,042602,WN 2023,ENGR,520,001,Regular,Lecture,Entre Bus Fund Engr,3.00,A-,ENGR 520,Yes
Winter 2023,71826446,044772,FA 2021,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2023,71826446,046306,FA 2022,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A,SI 616,No
Winter 2023,71826446,047246,WN 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,71826446,047304,FA 2022,ENTR,550,001,Regular,Lecture,Interpersonal Skills,3.00,A,ENTR 550,Yes
Winter 2023,71826446,047901,FA 2023,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,71826446,048129,WN 2022,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,71826446,049222,FA 2022,ELI,532,002,Regular,Lecture,Understand Spkn Eng,1.00,S,ELI 532,Yes
Winter 2023,71871928,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,71871928,016607,FA 2023,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,B+,SI 544,No
Winter 2023,71871928,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,B-,SI 588,No
Winter 2023,71871928,020401,WN 2022,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,71871928,039178,FA 2021,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,71871928,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,71871928,041626,FA 2021,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2023,71871928,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A-,SI 501,No
Winter 2023,71871928,044772,WN 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2023,71871928,047246,WN 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A-,SI 506,No
Winter 2023,71871928,047640,WN 2023,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2023,71871928,047901,WN 2023,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,71871928,048487,FA 2022,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,B,SI 669,No
Winter 2023,71871928,048488,FA 2023,SI,559,002,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2023,71871928,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,W,SI 564,No
Winter 2023,71871928,050159,FA 2021,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2023,71871928,050164,WN 2023,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,W,SI 504,No
Winter 2023,72013225,009731,FA 2021,SI,580,001,Regular,Lecture,Records & Archives,3.00,A+,SI 580,No
Winter 2023,72013225,012456,FA 2022,SI,549,001,Regular,Seminar,Trfrm Lrng Tchg Tech,3.00,S,SI 549,No
Winter 2023,72013225,020934,WN 2023,SI,649,001,Regular,Lecture,Info Visualization,3.00,A,SI 649,No
Winter 2023,72013225,021042,FA 2021,SI,647,001,Regular,Lecture,Info Resources&Serv,3.00,A,SI 647,No
Winter 2023,72013225,021045,FA 2021,SI,666,001,Regular,Lecture,Org of Inf Resources,3.00,A,SI 666,No
Winter 2023,72013225,038948,FA 2022,SI,632,001,Regular,Lecture,Appraisal & Coll Dev,3.00,A,SI 632,No
Winter 2023,72013225,039979,WN 2022,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A+,SI 623,No
Winter 2023,72013225,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,72013225,041935,WN 2022,SI,530,001,Regular,Lecture,Prin in Management,3.00,A,SI 530,No
Winter 2023,72013225,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,72013225,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,72013225,047901,WN 2023,SI,699,006,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,72013225,048129,WN 2022,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,72013225,048280,WN 2022,SI,667,001,Regular,Lecture,Digital Curation,3.00,A+,SI 667,No
Winter 2023,72013225,050161,FA 2022,SI,676,001,Regular,Lecture,Network Info Servcs,3.00,A+,SI 676,No
Winter 2023,72013225,050162,WN 2023,SI,510,001,Regular,Lecture,Information Ethics,3.00,A+,SI 510,No
Winter 2023,72013225,050163,FA 2022,SI,633,001,Regular,Lecture,Assesmnt Cultrl Inst,3.00,A,SI 633,No
Winter 2023,72013225,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,72013225,050165,WN 2022,SI,585,001,Regular,Lecture,Scholarly Comm,3.00,A,SI 585,No
Winter 2023,72329177,007443,WN 2023,URP,611,001,Regular,Seminar,URP Grad Exper Cse,1.00,S,URP 611,Yes
Winter 2023,72329177,017281,FA 2021,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,72329177,020401,WN 2022,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,72329177,021400,WN 2022,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,72329177,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,72329177,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,72329177,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,72329177,043863,FA 2022,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2023,72329177,044250,WN 2023,URP,580,001,Regular,Lecture,Metropolitan Struct,3.00,A+,URP 580,Yes
Winter 2023,72329177,044772,FA 2021,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2023,72329177,045687,FA 2021,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2023,72329177,045771,FA 2022,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2023,72329177,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
